HumanEval_ID,Name,FunctionCall,ExecutedLines,ExecutedLines_Symbols,Code_Indices,Code_Symbols
HumanEval/67,fruit_distribution,"""5 apples and 6 oranges"",19","[17, 18, 19, 20, 18, 19, 18, 19, 18, 19, 20, 18, 19, 18, 21]",qrstrsrsrstrsru,"  # 1
def fruit_distribution(s,n):  # 2
  # 3
    """"""  # 4
    In this task, you will be given a string that represents a number of apples and oranges   # 5
    that are distributed in a basket of fruit this basket contains   # 6
    apples, oranges, and mango fruits. Given the string that represents the total number of   # 7
    the oranges and apples and an integer that represent the total number of the fruits   # 8
    in the basket return the number of the mango fruits in the basket.  # 9
    for examble:  # 10
    fruit_distribution(""5 apples and 6 oranges"", 19) ->19 - 5 - 6 = 8  # 11
    fruit_distribution(""0 apples and 1 oranges"",3) -> 3 - 0 - 1 = 2  # 12
    fruit_distribution(""2 apples and 3 oranges"", 100) -> 100 - 2 - 3 = 95  # 13
    fruit_distribution(""100 apples and 1 oranges"",120) -> 120 - 100 - 1 = 19  # 14
    """"""  # 15
  # 16
    lis = list()  # 17
    for i in s.split(' '):  # 18
        if i.isdigit():  # 19
            lis.append(int(i))  # 20
    return n - sum(lis)  # 21
  # 22","  # a
def fruit_distribution(s,n):  # b
  # c
    """"""  # d
    In this task, you will be given a string that represents a number of apples and oranges   # e
    that are distributed in a basket of fruit this basket contains   # f
    apples, oranges, and mango fruits. Given the string that represents the total number of   # g
    the oranges and apples and an integer that represent the total number of the fruits   # h
    in the basket return the number of the mango fruits in the basket.  # i
    for examble:  # j
    fruit_distribution(""5 apples and 6 oranges"", 19) ->19 - 5 - 6 = 8  # k
    fruit_distribution(""0 apples and 1 oranges"",3) -> 3 - 0 - 1 = 2  # l
    fruit_distribution(""2 apples and 3 oranges"", 100) -> 100 - 2 - 3 = 95  # m
    fruit_distribution(""100 apples and 1 oranges"",120) -> 120 - 100 - 1 = 19  # n
    """"""  # o
  # p
    lis = list()  # q
    for i in s.split(' '):  # r
        if i.isdigit():  # s
            lis.append(int(i))  # t
    return n - sum(lis)  # u
  # v"
HumanEval/68,pluck,"[1, 2, 3, 0, 5, 3]","[38, 39, 39, 39, 39, 39, 39, 39, 40, 41]",LMMMMMMMNO,"  # 1
def pluck(arr):  # 2
  # 3
    """"""  # 4
    ""Given an array representing a branch of a tree that has non-negative integer nodes  # 5
    your task is to pluck one of the nodes and return it.  # 6
    The plucked node should be the node with the smallest even value.  # 7
    If multiple nodes with the same smallest even value are found return the node that has smallest index.  # 8
  # 9
    The plucked node should be returned in a list, [ smalest_value, its index ],  # 10
    If there are no even values or the given array is empty, return [].  # 11
  # 12
    Example 1:  # 13
        Input: [4,2,3]  # 14
        Output: [2, 1]  # 15
        Explanation: 2 has the smallest even value, and 2 has the smallest index.  # 16
  # 17
    Example 2:  # 18
        Input: [1,2,3]  # 19
        Output: [2, 1]  # 20
        Explanation: 2 has the smallest even value, and 2 has the smallest index.   # 21
  # 22
    Example 3:  # 23
        Input: []  # 24
        Output: []  # 25
      # 26
    Example 4:  # 27
        Input: [5, 0, 3, 0, 4, 2]  # 28
        Output: [0, 1]  # 29
        Explanation: 0 is the smallest value, but  there are two zeros,  # 30
                     so we will choose the first zero, which has the smallest index.  # 31
  # 32
    Constraints:  # 33
        * 1 <= nodes.length <= 10000  # 34
        * 0 <= node.value  # 35
    """"""  # 36
  # 37
    if(len(arr) == 0): return []  # 38
    evens = list(filter(lambda x: x%2 == 0, arr))  # 39
    if(evens == []): return []  # 40
    return [min(evens), arr.index(min(evens))]  # 41
  # 42","  # a
def pluck(arr):  # b
  # c
    """"""  # d
    ""Given an array representing a branch of a tree that has non-negative integer nodes  # e
    your task is to pluck one of the nodes and return it.  # f
    The plucked node should be the node with the smallest even value.  # g
    If multiple nodes with the same smallest even value are found return the node that has smallest index.  # h
  # i
    The plucked node should be returned in a list, [ smalest_value, its index ],  # j
    If there are no even values or the given array is empty, return [].  # k
  # l
    Example 1:  # m
        Input: [4,2,3]  # n
        Output: [2, 1]  # o
        Explanation: 2 has the smallest even value, and 2 has the smallest index.  # p
  # q
    Example 2:  # r
        Input: [1,2,3]  # s
        Output: [2, 1]  # t
        Explanation: 2 has the smallest even value, and 2 has the smallest index.   # u
  # v
    Example 3:  # w
        Input: []  # x
        Output: []  # y
      # z
    Example 4:  # A
        Input: [5, 0, 3, 0, 4, 2]  # B
        Output: [0, 1]  # C
        Explanation: 0 is the smallest value, but  there are two zeros,  # D
                     so we will choose the first zero, which has the smallest index.  # E
  # F
    Constraints:  # G
        * 1 <= nodes.length <= 10000  # H
        * 0 <= node.value  # I
    """"""  # J
  # K
    if(len(arr) == 0): return []  # L
    evens = list(filter(lambda x: x%2 == 0, arr))  # M
    if(evens == []): return []  # N
    return [min(evens), arr.index(min(evens))]  # O
  # P"
HumanEval/68,pluck,"[4,2,3]","[38, 39, 39, 39, 39, 40, 41]",LMMMMNO,"  # 1
def pluck(arr):  # 2
  # 3
    """"""  # 4
    ""Given an array representing a branch of a tree that has non-negative integer nodes  # 5
    your task is to pluck one of the nodes and return it.  # 6
    The plucked node should be the node with the smallest even value.  # 7
    If multiple nodes with the same smallest even value are found return the node that has smallest index.  # 8
  # 9
    The plucked node should be returned in a list, [ smalest_value, its index ],  # 10
    If there are no even values or the given array is empty, return [].  # 11
  # 12
    Example 1:  # 13
        Input: [4,2,3]  # 14
        Output: [2, 1]  # 15
        Explanation: 2 has the smallest even value, and 2 has the smallest index.  # 16
  # 17
    Example 2:  # 18
        Input: [1,2,3]  # 19
        Output: [2, 1]  # 20
        Explanation: 2 has the smallest even value, and 2 has the smallest index.   # 21
  # 22
    Example 3:  # 23
        Input: []  # 24
        Output: []  # 25
      # 26
    Example 4:  # 27
        Input: [5, 0, 3, 0, 4, 2]  # 28
        Output: [0, 1]  # 29
        Explanation: 0 is the smallest value, but  there are two zeros,  # 30
                     so we will choose the first zero, which has the smallest index.  # 31
  # 32
    Constraints:  # 33
        * 1 <= nodes.length <= 10000  # 34
        * 0 <= node.value  # 35
    """"""  # 36
  # 37
    if(len(arr) == 0): return []  # 38
    evens = list(filter(lambda x: x%2 == 0, arr))  # 39
    if(evens == []): return []  # 40
    return [min(evens), arr.index(min(evens))]  # 41
  # 42","  # a
def pluck(arr):  # b
  # c
    """"""  # d
    ""Given an array representing a branch of a tree that has non-negative integer nodes  # e
    your task is to pluck one of the nodes and return it.  # f
    The plucked node should be the node with the smallest even value.  # g
    If multiple nodes with the same smallest even value are found return the node that has smallest index.  # h
  # i
    The plucked node should be returned in a list, [ smalest_value, its index ],  # j
    If there are no even values or the given array is empty, return [].  # k
  # l
    Example 1:  # m
        Input: [4,2,3]  # n
        Output: [2, 1]  # o
        Explanation: 2 has the smallest even value, and 2 has the smallest index.  # p
  # q
    Example 2:  # r
        Input: [1,2,3]  # s
        Output: [2, 1]  # t
        Explanation: 2 has the smallest even value, and 2 has the smallest index.   # u
  # v
    Example 3:  # w
        Input: []  # x
        Output: []  # y
      # z
    Example 4:  # A
        Input: [5, 0, 3, 0, 4, 2]  # B
        Output: [0, 1]  # C
        Explanation: 0 is the smallest value, but  there are two zeros,  # D
                     so we will choose the first zero, which has the smallest index.  # E
  # F
    Constraints:  # G
        * 1 <= nodes.length <= 10000  # H
        * 0 <= node.value  # I
    """"""  # J
  # K
    if(len(arr) == 0): return []  # L
    evens = list(filter(lambda x: x%2 == 0, arr))  # M
    if(evens == []): return []  # N
    return [min(evens), arr.index(min(evens))]  # O
  # P"
HumanEval/68,pluck,"[1,2,3]","[38, 39, 39, 39, 39, 40, 41]",LMMMMNO,"  # 1
def pluck(arr):  # 2
  # 3
    """"""  # 4
    ""Given an array representing a branch of a tree that has non-negative integer nodes  # 5
    your task is to pluck one of the nodes and return it.  # 6
    The plucked node should be the node with the smallest even value.  # 7
    If multiple nodes with the same smallest even value are found return the node that has smallest index.  # 8
  # 9
    The plucked node should be returned in a list, [ smalest_value, its index ],  # 10
    If there are no even values or the given array is empty, return [].  # 11
  # 12
    Example 1:  # 13
        Input: [4,2,3]  # 14
        Output: [2, 1]  # 15
        Explanation: 2 has the smallest even value, and 2 has the smallest index.  # 16
  # 17
    Example 2:  # 18
        Input: [1,2,3]  # 19
        Output: [2, 1]  # 20
        Explanation: 2 has the smallest even value, and 2 has the smallest index.   # 21
  # 22
    Example 3:  # 23
        Input: []  # 24
        Output: []  # 25
      # 26
    Example 4:  # 27
        Input: [5, 0, 3, 0, 4, 2]  # 28
        Output: [0, 1]  # 29
        Explanation: 0 is the smallest value, but  there are two zeros,  # 30
                     so we will choose the first zero, which has the smallest index.  # 31
  # 32
    Constraints:  # 33
        * 1 <= nodes.length <= 10000  # 34
        * 0 <= node.value  # 35
    """"""  # 36
  # 37
    if(len(arr) == 0): return []  # 38
    evens = list(filter(lambda x: x%2 == 0, arr))  # 39
    if(evens == []): return []  # 40
    return [min(evens), arr.index(min(evens))]  # 41
  # 42","  # a
def pluck(arr):  # b
  # c
    """"""  # d
    ""Given an array representing a branch of a tree that has non-negative integer nodes  # e
    your task is to pluck one of the nodes and return it.  # f
    The plucked node should be the node with the smallest even value.  # g
    If multiple nodes with the same smallest even value are found return the node that has smallest index.  # h
  # i
    The plucked node should be returned in a list, [ smalest_value, its index ],  # j
    If there are no even values or the given array is empty, return [].  # k
  # l
    Example 1:  # m
        Input: [4,2,3]  # n
        Output: [2, 1]  # o
        Explanation: 2 has the smallest even value, and 2 has the smallest index.  # p
  # q
    Example 2:  # r
        Input: [1,2,3]  # s
        Output: [2, 1]  # t
        Explanation: 2 has the smallest even value, and 2 has the smallest index.   # u
  # v
    Example 3:  # w
        Input: []  # x
        Output: []  # y
      # z
    Example 4:  # A
        Input: [5, 0, 3, 0, 4, 2]  # B
        Output: [0, 1]  # C
        Explanation: 0 is the smallest value, but  there are two zeros,  # D
                     so we will choose the first zero, which has the smallest index.  # E
  # F
    Constraints:  # G
        * 1 <= nodes.length <= 10000  # H
        * 0 <= node.value  # I
    """"""  # J
  # K
    if(len(arr) == 0): return []  # L
    evens = list(filter(lambda x: x%2 == 0, arr))  # M
    if(evens == []): return []  # N
    return [min(evens), arr.index(min(evens))]  # O
  # P"
HumanEval/68,pluck,[],[38],L,"  # 1
def pluck(arr):  # 2
  # 3
    """"""  # 4
    ""Given an array representing a branch of a tree that has non-negative integer nodes  # 5
    your task is to pluck one of the nodes and return it.  # 6
    The plucked node should be the node with the smallest even value.  # 7
    If multiple nodes with the same smallest even value are found return the node that has smallest index.  # 8
  # 9
    The plucked node should be returned in a list, [ smalest_value, its index ],  # 10
    If there are no even values or the given array is empty, return [].  # 11
  # 12
    Example 1:  # 13
        Input: [4,2,3]  # 14
        Output: [2, 1]  # 15
        Explanation: 2 has the smallest even value, and 2 has the smallest index.  # 16
  # 17
    Example 2:  # 18
        Input: [1,2,3]  # 19
        Output: [2, 1]  # 20
        Explanation: 2 has the smallest even value, and 2 has the smallest index.   # 21
  # 22
    Example 3:  # 23
        Input: []  # 24
        Output: []  # 25
      # 26
    Example 4:  # 27
        Input: [5, 0, 3, 0, 4, 2]  # 28
        Output: [0, 1]  # 29
        Explanation: 0 is the smallest value, but  there are two zeros,  # 30
                     so we will choose the first zero, which has the smallest index.  # 31
  # 32
    Constraints:  # 33
        * 1 <= nodes.length <= 10000  # 34
        * 0 <= node.value  # 35
    """"""  # 36
  # 37
    if(len(arr) == 0): return []  # 38
    evens = list(filter(lambda x: x%2 == 0, arr))  # 39
    if(evens == []): return []  # 40
    return [min(evens), arr.index(min(evens))]  # 41
  # 42","  # a
def pluck(arr):  # b
  # c
    """"""  # d
    ""Given an array representing a branch of a tree that has non-negative integer nodes  # e
    your task is to pluck one of the nodes and return it.  # f
    The plucked node should be the node with the smallest even value.  # g
    If multiple nodes with the same smallest even value are found return the node that has smallest index.  # h
  # i
    The plucked node should be returned in a list, [ smalest_value, its index ],  # j
    If there are no even values or the given array is empty, return [].  # k
  # l
    Example 1:  # m
        Input: [4,2,3]  # n
        Output: [2, 1]  # o
        Explanation: 2 has the smallest even value, and 2 has the smallest index.  # p
  # q
    Example 2:  # r
        Input: [1,2,3]  # s
        Output: [2, 1]  # t
        Explanation: 2 has the smallest even value, and 2 has the smallest index.   # u
  # v
    Example 3:  # w
        Input: []  # x
        Output: []  # y
      # z
    Example 4:  # A
        Input: [5, 0, 3, 0, 4, 2]  # B
        Output: [0, 1]  # C
        Explanation: 0 is the smallest value, but  there are two zeros,  # D
                     so we will choose the first zero, which has the smallest index.  # E
  # F
    Constraints:  # G
        * 1 <= nodes.length <= 10000  # H
        * 0 <= node.value  # I
    """"""  # J
  # K
    if(len(arr) == 0): return []  # L
    evens = list(filter(lambda x: x%2 == 0, arr))  # M
    if(evens == []): return []  # N
    return [min(evens), arr.index(min(evens))]  # O
  # P"
HumanEval/68,pluck,"[5, 0, 3, 0, 4, 2]","[38, 39, 39, 39, 39, 39, 39, 39, 40, 41]",LMMMMMMMNO,"  # 1
def pluck(arr):  # 2
  # 3
    """"""  # 4
    ""Given an array representing a branch of a tree that has non-negative integer nodes  # 5
    your task is to pluck one of the nodes and return it.  # 6
    The plucked node should be the node with the smallest even value.  # 7
    If multiple nodes with the same smallest even value are found return the node that has smallest index.  # 8
  # 9
    The plucked node should be returned in a list, [ smalest_value, its index ],  # 10
    If there are no even values or the given array is empty, return [].  # 11
  # 12
    Example 1:  # 13
        Input: [4,2,3]  # 14
        Output: [2, 1]  # 15
        Explanation: 2 has the smallest even value, and 2 has the smallest index.  # 16
  # 17
    Example 2:  # 18
        Input: [1,2,3]  # 19
        Output: [2, 1]  # 20
        Explanation: 2 has the smallest even value, and 2 has the smallest index.   # 21
  # 22
    Example 3:  # 23
        Input: []  # 24
        Output: []  # 25
      # 26
    Example 4:  # 27
        Input: [5, 0, 3, 0, 4, 2]  # 28
        Output: [0, 1]  # 29
        Explanation: 0 is the smallest value, but  there are two zeros,  # 30
                     so we will choose the first zero, which has the smallest index.  # 31
  # 32
    Constraints:  # 33
        * 1 <= nodes.length <= 10000  # 34
        * 0 <= node.value  # 35
    """"""  # 36
  # 37
    if(len(arr) == 0): return []  # 38
    evens = list(filter(lambda x: x%2 == 0, arr))  # 39
    if(evens == []): return []  # 40
    return [min(evens), arr.index(min(evens))]  # 41
  # 42","  # a
def pluck(arr):  # b
  # c
    """"""  # d
    ""Given an array representing a branch of a tree that has non-negative integer nodes  # e
    your task is to pluck one of the nodes and return it.  # f
    The plucked node should be the node with the smallest even value.  # g
    If multiple nodes with the same smallest even value are found return the node that has smallest index.  # h
  # i
    The plucked node should be returned in a list, [ smalest_value, its index ],  # j
    If there are no even values or the given array is empty, return [].  # k
  # l
    Example 1:  # m
        Input: [4,2,3]  # n
        Output: [2, 1]  # o
        Explanation: 2 has the smallest even value, and 2 has the smallest index.  # p
  # q
    Example 2:  # r
        Input: [1,2,3]  # s
        Output: [2, 1]  # t
        Explanation: 2 has the smallest even value, and 2 has the smallest index.   # u
  # v
    Example 3:  # w
        Input: []  # x
        Output: []  # y
      # z
    Example 4:  # A
        Input: [5, 0, 3, 0, 4, 2]  # B
        Output: [0, 1]  # C
        Explanation: 0 is the smallest value, but  there are two zeros,  # D
                     so we will choose the first zero, which has the smallest index.  # E
  # F
    Constraints:  # G
        * 1 <= nodes.length <= 10000  # H
        * 0 <= node.value  # I
    """"""  # J
  # K
    if(len(arr) == 0): return []  # L
    evens = list(filter(lambda x: x%2 == 0, arr))  # M
    if(evens == []): return []  # N
    return [min(evens), arr.index(min(evens))]  # O
  # P"
HumanEval/68,pluck,"[5, 4, 8, 4 ,8]","[38, 39, 39, 39, 39, 39, 39, 40, 41]",LMMMMMMNO,"  # 1
def pluck(arr):  # 2
  # 3
    """"""  # 4
    ""Given an array representing a branch of a tree that has non-negative integer nodes  # 5
    your task is to pluck one of the nodes and return it.  # 6
    The plucked node should be the node with the smallest even value.  # 7
    If multiple nodes with the same smallest even value are found return the node that has smallest index.  # 8
  # 9
    The plucked node should be returned in a list, [ smalest_value, its index ],  # 10
    If there are no even values or the given array is empty, return [].  # 11
  # 12
    Example 1:  # 13
        Input: [4,2,3]  # 14
        Output: [2, 1]  # 15
        Explanation: 2 has the smallest even value, and 2 has the smallest index.  # 16
  # 17
    Example 2:  # 18
        Input: [1,2,3]  # 19
        Output: [2, 1]  # 20
        Explanation: 2 has the smallest even value, and 2 has the smallest index.   # 21
  # 22
    Example 3:  # 23
        Input: []  # 24
        Output: []  # 25
      # 26
    Example 4:  # 27
        Input: [5, 0, 3, 0, 4, 2]  # 28
        Output: [0, 1]  # 29
        Explanation: 0 is the smallest value, but  there are two zeros,  # 30
                     so we will choose the first zero, which has the smallest index.  # 31
  # 32
    Constraints:  # 33
        * 1 <= nodes.length <= 10000  # 34
        * 0 <= node.value  # 35
    """"""  # 36
  # 37
    if(len(arr) == 0): return []  # 38
    evens = list(filter(lambda x: x%2 == 0, arr))  # 39
    if(evens == []): return []  # 40
    return [min(evens), arr.index(min(evens))]  # 41
  # 42","  # a
def pluck(arr):  # b
  # c
    """"""  # d
    ""Given an array representing a branch of a tree that has non-negative integer nodes  # e
    your task is to pluck one of the nodes and return it.  # f
    The plucked node should be the node with the smallest even value.  # g
    If multiple nodes with the same smallest even value are found return the node that has smallest index.  # h
  # i
    The plucked node should be returned in a list, [ smalest_value, its index ],  # j
    If there are no even values or the given array is empty, return [].  # k
  # l
    Example 1:  # m
        Input: [4,2,3]  # n
        Output: [2, 1]  # o
        Explanation: 2 has the smallest even value, and 2 has the smallest index.  # p
  # q
    Example 2:  # r
        Input: [1,2,3]  # s
        Output: [2, 1]  # t
        Explanation: 2 has the smallest even value, and 2 has the smallest index.   # u
  # v
    Example 3:  # w
        Input: []  # x
        Output: []  # y
      # z
    Example 4:  # A
        Input: [5, 0, 3, 0, 4, 2]  # B
        Output: [0, 1]  # C
        Explanation: 0 is the smallest value, but  there are two zeros,  # D
                     so we will choose the first zero, which has the smallest index.  # E
  # F
    Constraints:  # G
        * 1 <= nodes.length <= 10000  # H
        * 0 <= node.value  # I
    """"""  # J
  # K
    if(len(arr) == 0): return []  # L
    evens = list(filter(lambda x: x%2 == 0, arr))  # M
    if(evens == []): return []  # N
    return [min(evens), arr.index(min(evens))]  # O
  # P"
HumanEval/68,pluck,"[7, 6, 7, 1]","[38, 39, 39, 39, 39, 39, 40, 41]",LMMMMMNO,"  # 1
def pluck(arr):  # 2
  # 3
    """"""  # 4
    ""Given an array representing a branch of a tree that has non-negative integer nodes  # 5
    your task is to pluck one of the nodes and return it.  # 6
    The plucked node should be the node with the smallest even value.  # 7
    If multiple nodes with the same smallest even value are found return the node that has smallest index.  # 8
  # 9
    The plucked node should be returned in a list, [ smalest_value, its index ],  # 10
    If there are no even values or the given array is empty, return [].  # 11
  # 12
    Example 1:  # 13
        Input: [4,2,3]  # 14
        Output: [2, 1]  # 15
        Explanation: 2 has the smallest even value, and 2 has the smallest index.  # 16
  # 17
    Example 2:  # 18
        Input: [1,2,3]  # 19
        Output: [2, 1]  # 20
        Explanation: 2 has the smallest even value, and 2 has the smallest index.   # 21
  # 22
    Example 3:  # 23
        Input: []  # 24
        Output: []  # 25
      # 26
    Example 4:  # 27
        Input: [5, 0, 3, 0, 4, 2]  # 28
        Output: [0, 1]  # 29
        Explanation: 0 is the smallest value, but  there are two zeros,  # 30
                     so we will choose the first zero, which has the smallest index.  # 31
  # 32
    Constraints:  # 33
        * 1 <= nodes.length <= 10000  # 34
        * 0 <= node.value  # 35
    """"""  # 36
  # 37
    if(len(arr) == 0): return []  # 38
    evens = list(filter(lambda x: x%2 == 0, arr))  # 39
    if(evens == []): return []  # 40
    return [min(evens), arr.index(min(evens))]  # 41
  # 42","  # a
def pluck(arr):  # b
  # c
    """"""  # d
    ""Given an array representing a branch of a tree that has non-negative integer nodes  # e
    your task is to pluck one of the nodes and return it.  # f
    The plucked node should be the node with the smallest even value.  # g
    If multiple nodes with the same smallest even value are found return the node that has smallest index.  # h
  # i
    The plucked node should be returned in a list, [ smalest_value, its index ],  # j
    If there are no even values or the given array is empty, return [].  # k
  # l
    Example 1:  # m
        Input: [4,2,3]  # n
        Output: [2, 1]  # o
        Explanation: 2 has the smallest even value, and 2 has the smallest index.  # p
  # q
    Example 2:  # r
        Input: [1,2,3]  # s
        Output: [2, 1]  # t
        Explanation: 2 has the smallest even value, and 2 has the smallest index.   # u
  # v
    Example 3:  # w
        Input: []  # x
        Output: []  # y
      # z
    Example 4:  # A
        Input: [5, 0, 3, 0, 4, 2]  # B
        Output: [0, 1]  # C
        Explanation: 0 is the smallest value, but  there are two zeros,  # D
                     so we will choose the first zero, which has the smallest index.  # E
  # F
    Constraints:  # G
        * 1 <= nodes.length <= 10000  # H
        * 0 <= node.value  # I
    """"""  # J
  # K
    if(len(arr) == 0): return []  # L
    evens = list(filter(lambda x: x%2 == 0, arr))  # M
    if(evens == []): return []  # N
    return [min(evens), arr.index(min(evens))]  # O
  # P"
HumanEval/68,pluck,"[7, 9, 7, 1]","[38, 39, 39, 39, 39, 39, 40]",LMMMMMN,"  # 1
def pluck(arr):  # 2
  # 3
    """"""  # 4
    ""Given an array representing a branch of a tree that has non-negative integer nodes  # 5
    your task is to pluck one of the nodes and return it.  # 6
    The plucked node should be the node with the smallest even value.  # 7
    If multiple nodes with the same smallest even value are found return the node that has smallest index.  # 8
  # 9
    The plucked node should be returned in a list, [ smalest_value, its index ],  # 10
    If there are no even values or the given array is empty, return [].  # 11
  # 12
    Example 1:  # 13
        Input: [4,2,3]  # 14
        Output: [2, 1]  # 15
        Explanation: 2 has the smallest even value, and 2 has the smallest index.  # 16
  # 17
    Example 2:  # 18
        Input: [1,2,3]  # 19
        Output: [2, 1]  # 20
        Explanation: 2 has the smallest even value, and 2 has the smallest index.   # 21
  # 22
    Example 3:  # 23
        Input: []  # 24
        Output: []  # 25
      # 26
    Example 4:  # 27
        Input: [5, 0, 3, 0, 4, 2]  # 28
        Output: [0, 1]  # 29
        Explanation: 0 is the smallest value, but  there are two zeros,  # 30
                     so we will choose the first zero, which has the smallest index.  # 31
  # 32
    Constraints:  # 33
        * 1 <= nodes.length <= 10000  # 34
        * 0 <= node.value  # 35
    """"""  # 36
  # 37
    if(len(arr) == 0): return []  # 38
    evens = list(filter(lambda x: x%2 == 0, arr))  # 39
    if(evens == []): return []  # 40
    return [min(evens), arr.index(min(evens))]  # 41
  # 42","  # a
def pluck(arr):  # b
  # c
    """"""  # d
    ""Given an array representing a branch of a tree that has non-negative integer nodes  # e
    your task is to pluck one of the nodes and return it.  # f
    The plucked node should be the node with the smallest even value.  # g
    If multiple nodes with the same smallest even value are found return the node that has smallest index.  # h
  # i
    The plucked node should be returned in a list, [ smalest_value, its index ],  # j
    If there are no even values or the given array is empty, return [].  # k
  # l
    Example 1:  # m
        Input: [4,2,3]  # n
        Output: [2, 1]  # o
        Explanation: 2 has the smallest even value, and 2 has the smallest index.  # p
  # q
    Example 2:  # r
        Input: [1,2,3]  # s
        Output: [2, 1]  # t
        Explanation: 2 has the smallest even value, and 2 has the smallest index.   # u
  # v
    Example 3:  # w
        Input: []  # x
        Output: []  # y
      # z
    Example 4:  # A
        Input: [5, 0, 3, 0, 4, 2]  # B
        Output: [0, 1]  # C
        Explanation: 0 is the smallest value, but  there are two zeros,  # D
                     so we will choose the first zero, which has the smallest index.  # E
  # F
    Constraints:  # G
        * 1 <= nodes.length <= 10000  # H
        * 0 <= node.value  # I
    """"""  # J
  # K
    if(len(arr) == 0): return []  # L
    evens = list(filter(lambda x: x%2 == 0, arr))  # M
    if(evens == []): return []  # N
    return [min(evens), arr.index(min(evens))]  # O
  # P"
HumanEval/69,search,[10],"[15, 16, 17, 16, 19, 20, 21, 20, 21, 20, 21, 20, 21, 20, 21, 20, 21, 20, 21, 20, 21, 20, 21, 20, 21, 20, 24]",opqpstututututututututututx,"  # 1
def search(lst):  # 2
  # 3
    '''  # 4
    You are given a non-empty list of positive integers. Return the greatest integer that is greater than   # 5
    zero, and has a frequency greater than or equal to the value of the integer itself.   # 6
    The frequency of an integer is the number of times it appears in the list.  # 7
    If no such a value exist, return -1.  # 8
    Examples:  # 9
        search([4, 1, 2, 2, 3, 1]) == 2  # 10
        search([1, 2, 2, 3, 3, 3, 4, 4, 4]) == 3  # 11
        search([5, 5, 4, 4, 4]) == -1  # 12
    '''  # 13
  # 14
    frq = [0] * (max(lst) + 1)  # 15
    for i in lst:  # 16
        frq[i] += 1;  # 17
  # 18
    ans = -1  # 19
    for i in range(1, len(frq)):  # 20
        if frq[i] >= i:  # 21
            ans = i  # 22
      # 23
    return ans  # 24
  # 25","  # a
def search(lst):  # b
  # c
    '''  # d
    You are given a non-empty list of positive integers. Return the greatest integer that is greater than   # e
    zero, and has a frequency greater than or equal to the value of the integer itself.   # f
    The frequency of an integer is the number of times it appears in the list.  # g
    If no such a value exist, return -1.  # h
    Examples:  # i
        search([4, 1, 2, 2, 3, 1]) == 2  # j
        search([1, 2, 2, 3, 3, 3, 4, 4, 4]) == 3  # k
        search([5, 5, 4, 4, 4]) == -1  # l
    '''  # m
  # n
    frq = [0] * (max(lst) + 1)  # o
    for i in lst:  # p
        frq[i] += 1;  # q
  # r
    ans = -1  # s
    for i in range(1, len(frq)):  # t
        if frq[i] >= i:  # u
            ans = i  # v
      # w
    return ans  # x
  # y"
HumanEval/69,search,"[9, 7, 7, 2, 4, 7, 2, 10, 9, 7, 5, 7, 2]","[15, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 17, 16, 19, 20, 21, 20, 21, 22, 20, 21, 20, 21, 20, 21, 20, 21, 20, 21, 20, 21, 20, 21, 20, 21, 20, 24]",opqpqpqpqpqpqpqpqpqpqpqpqpqpstutuvtututututututututx,"  # 1
def search(lst):  # 2
  # 3
    '''  # 4
    You are given a non-empty list of positive integers. Return the greatest integer that is greater than   # 5
    zero, and has a frequency greater than or equal to the value of the integer itself.   # 6
    The frequency of an integer is the number of times it appears in the list.  # 7
    If no such a value exist, return -1.  # 8
    Examples:  # 9
        search([4, 1, 2, 2, 3, 1]) == 2  # 10
        search([1, 2, 2, 3, 3, 3, 4, 4, 4]) == 3  # 11
        search([5, 5, 4, 4, 4]) == -1  # 12
    '''  # 13
  # 14
    frq = [0] * (max(lst) + 1)  # 15
    for i in lst:  # 16
        frq[i] += 1;  # 17
  # 18
    ans = -1  # 19
    for i in range(1, len(frq)):  # 20
        if frq[i] >= i:  # 21
            ans = i  # 22
      # 23
    return ans  # 24
  # 25","  # a
def search(lst):  # b
  # c
    '''  # d
    You are given a non-empty list of positive integers. Return the greatest integer that is greater than   # e
    zero, and has a frequency greater than or equal to the value of the integer itself.   # f
    The frequency of an integer is the number of times it appears in the list.  # g
    If no such a value exist, return -1.  # h
    Examples:  # i
        search([4, 1, 2, 2, 3, 1]) == 2  # j
        search([1, 2, 2, 3, 3, 3, 4, 4, 4]) == 3  # k
        search([5, 5, 4, 4, 4]) == -1  # l
    '''  # m
  # n
    frq = [0] * (max(lst) + 1)  # o
    for i in lst:  # p
        frq[i] += 1;  # q
  # r
    ans = -1  # s
    for i in range(1, len(frq)):  # t
        if frq[i] >= i:  # u
            ans = i  # v
      # w
    return ans  # x
  # y"
